"","Id2","M_MedianEarnings_LessThanHighSchoolGraduate","F_MedianEarnings_LessThanHighSchoolGraduate","M_MedianEarnings_HighSchoolGraduate","F_MedianEarnings_HighSchoolGraduate","M_MedianEarnings_SomeCollegeOrAssociate'sDegree","F_MedianEarnings_SomeCollegeOrAssociate'sDegree","M_MedianEarnings_Bachelor'sDegree","F_MedianEarnings_Bachelor'sDegree","M_MedianEarnings_GraduateOrProfessionalDegree","F_MedianEarnings_GraduateOrProfessionalDegree"
"3158",12120,NA,NA,32321,32000,73438,45208,39000,11250,22083,73295
"3159",12121,NA,NA,39313,26442,61042,32426,7287,71250,NA,NA
"3160",12122,32500,16250,35379,26667,52153,23576,35938,27500,75208,41667
"3161",12123,17500,14265,37123,22243,50795,36860,72667,53750,123882,42426
"3162",12124,NA,NA,53571,30556,52738,19861,NA,62083,NA,NA
"3163",12125,17411,18403,50109,22383,34479,30221,38036,75556,41250,55814
"3164",12130,NA,NA,51000,46458,15694,47736,NA,NA,8500,NA
"3165",12131,NA,NA,38438,NA,NA,23750,NA,NA,NA,NA
"3166",12132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3167",12134,19063,4792,29038,23929,30921,27132,84375,50179,82917,56786
"3168",12136,NA,NA,NA,NA,22120,42222,20417,15882,150648,58750
"3169",12137,NA,NA,44010,27670,34350,44531,83875,72955,NA,50125
"3170",12138,27917,20536,43490,26375,40731,32063,61188,29583,65250,61406
"3171",12139,NA,NA,49464,25000,31625,30833,46250,31250,NA,NA
"3172",12140,NA,NA,36554,30868,54878,37250,78958,60625,9792,77841
"3173",12143,34688,10000,26285,34052,54087,39688,61875,48841,84773,50833
"3174",12144,24601,15258,30912,26842,43987,34597,48190,56146,80231,54655
"3175",12147,NA,NA,35729,35179,27000,30000,60417,41058,81146,56184
"3176",12148,NA,NA,31734,27750,57143,13636,88618,33774,135729,67639
"3177",12149,18281,20268,32417,32891,42857,38250,46250,43750,72143,45625
"3178",12150,NA,NA,38026,NA,67308,50000,68250,NA,NA,58607
"3179",12151,NA,NA,75972,55446,60682,23750,51667,49375,61875,55625
"3180",12153,NA,NA,21538,34063,63173,10208,110345,45625,NA,45526
"3181",12154,NA,19500,44063,32031,43750,31389,76250,54653,36563,77500
"3182",12155,33333,NA,24821,20724,41000,26397,40313,16250,41250,45938
"3183",12156,12083,NA,26641,15000,63462,37188,85911,61500,NA,NA
"3184",12157,16477,6726,47813,21250,54375,32120,88412,32417,66964,59457
"3185",12158,26875,NA,54141,25588,52743,46786,70000,53241,77639,51364
"3186",12159,40000,NA,41210,20347,56339,29429,69565,58086,98871,75170
"3187",12160,21786,NA,38750,32045,46875,22188,76591,71667,52083,61250
"3188",12161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3189",12164,NA,NA,27917,23500,38750,37976,93333,NA,64107,230500
"3190",12165,NA,NA,90156,NA,31111,16250,24750,NA,43375,50625
"3191",12166,24250,20568,30924,26806,41875,36250,56875,31625,103125,63958
"3192",12167,23500,17143,45455,25000,32500,24554,52955,25833,34688,46544
"3193",12168,NA,NA,47782,40491,64306,23333,76250,50208,60156,68750
"3194",12169,NA,NA,NA,NA,NA,34531,NA,NA,NA,NA
"3195",12170,20114,27736,48000,32871,53167,30221,67064,61042,51667,65859
"3196",12172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3197",12173,7143,NA,35500,26250,40357,36406,94375,39219,NA,73125
"3198",12174,NA,NA,43977,NA,NA,NA,NA,NA,NA,NA
"3199",12175,NA,NA,35000,13375,65078,40625,20833,10417,NA,NA
"3200",12176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3201",12177,NA,NA,75521,18929,67917,NA,NA,NA,NA,58750
"3202",12180,18707,12257,31167,25404,43945,32976,50804,45571,71607,50053
"3203",12182,12109,19886,35391,30358,48359,31954,46250,41316,58295,51192
"3204",12183,NA,26375,36935,12417,35179,39034,40208,46518,73594,47946
"3205",12184,32404,NA,36332,18393,34871,22254,79375,41797,70063,52679
"3206",12185,11111,NA,45365,26447,53800,37875,96875,46250,86607,50865
"3207",12186,40500,NA,41711,27159,56523,32986,69464,65909,95625,60956
"3208",12187,NA,3438,18750,NA,45673,27917,41838,NA,NA,46719
"3209",12188,18580,21850,40754,36797,54872,32441,62049,43580,76250,54492
"3210",12189,22000,13504,38833,24750,43239,36619,47528,38984,75518,50281
"3211",12190,10313,NA,8594,16250,37361,38125,46094,21750,NA,NA
"3212",12192,NA,NA,38041,31667,57396,29896,80833,65179,83750,71042
"3213",12193,11136,NA,38487,14397,54798,39286,70729,51750,63712,85909
"3214",12194,NA,NA,NA,20893,56250,NA,NA,NA,NA,NA
"3215",12195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3216",12196,NA,NA,57366,33365,43768,36382,87637,48750,84615,62321
"3217",12197,22300,13750,30703,19722,36103,20795,58750,39688,50278,61000
"3218",12198,20536,5800,37100,37778,51773,35060,68514,50052,85529,62297
"3219",12202,18300,12955,22146,31810,35039,32849,39107,31382,36766,49353
"3220",12203,19787,14219,36070,22083,40481,37880,52842,46380,64913,53750
"3221",12204,19107,19125,30288,27788,35583,28674,53646,36200,76014,48590
"3222",12205,23056,16250,36654,30552,44094,41150,57331,43793,70909,51576
"3223",12206,30413,18594,30521,26623,33324,27399,34423,46970,59286,47241
"3224",12207,NA,NA,23854,9083,27589,31417,12159,NA,NA,NA
"3225",12208,40273,11250,22106,25239,40707,27385,50524,47685,58000,51998
"3226",12209,24625,14266,25938,22364,39386,28854,43592,43750,52557,71250
"3227",12210,19682,18942,32929,22104,30625,30043,41737,34223,52900,59286
"3228",12211,12424,20524,41190,23271,44386,45625,68650,60091,102043,67873
"3229",12222,NA,NA,NA,NA,4076,NA,NA,NA,NA,NA
"3230",12302,23300,22733,39599,24557,50052,28044,63601,35556,76096,57593
"3231",12303,17472,11875,35011,25308,49583,32844,67975,53555,80156,62686
"3232",12304,22176,15625,35705,20572,40542,30734,50729,35515,56417,50281
"3233",12305,16806,12125,32500,19737,20664,14688,60313,28650,50750,61250
"3234",12306,36078,13429,36360,26706,47111,31466,60000,38783,81250,56083
"3235",12307,25221,32036,23021,14821,21098,23125,21111,42841,45952,NA
"3236",12308,21875,11469,23922,24707,38233,34673,43565,33835,80268,53750
"3237",12309,17955,12500,40168,20074,42708,38707,71436,50056,93974,65095
"3238",12401,22500,14199,30732,22359,38506,30941,63182,32035,66659,58264
"3239",12404,14688,NA,23583,26458,41271,44875,51771,41063,54464,43333
"3240",12405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3241",12406,NA,NA,49000,29833,75850,14091,68708,NA,NA,NA
"3242",12407,NA,NA,NA,26750,22188,NA,NA,NA,NA,NA
"3243",12409,NA,NA,NA,9531,23750,18846,70329,3472,25833,NA
"3244",12410,NA,NA,23807,20893,NA,35208,48333,NA,NA,NA
"3245",12411,NA,NA,NA,24183,61607,NA,NA,NA,NA,NA
"3246",12412,NA,NA,NA,NA,37333,NA,NA,NA,106750,NA
"3247",12413,35758,NA,32375,18529,55107,33859,52619,37500,NA,34500
"3248",12414,25972,14677,25333,24363,43369,30876,64000,31375,77782,58958
"3249",12416,NA,NA,85865,NA,19306,NA,NA,NA,NA,NA
"3250",12417,NA,NA,22206,22330,63558,NA,NA,NA,NA,NA
"3251",12418,NA,NA,NA,NA,64821,NA,NA,NA,NA,NA
"3252",12419,NA,NA,11083,33611,NA,54375,64327,NA,NA,94375
"3253",12420,NA,NA,NA,NA,NA,NA,17419,NA,NA,NA
"3254",12421,NA,NA,NA,NA,24375,39000,38487,NA,NA,NA
"3255",12422,NA,NA,NA,NA,19886,NA,NA,NA,NA,NA
"3256",12423,36176,NA,14375,25179,59000,14550,61250,70391,81563,NA
"3257",12424,NA,NA,NA,14722,22125,32857,NA,NA,NA,NA
"3258",12427,NA,NA,70542,NA,NA,NA,NA,NA,NA,NA
"3259",12428,31463,7097,34727,23456,53854,27139,40625,61250,70192,76458
"3260",12429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3261",12430,17917,NA,44705,10938,41250,20833,30714,38229,9583,30938
"3262",12431,NA,NA,43220,45428,61827,19833,19005,NA,NA,NA
"3263",12432,NA,NA,65600,NA,46094,33750,NA,NA,NA,NA
"3264",12433,NA,NA,NA,NA,NA,NA,NA,NA,93864,96250
"3265",12434,NA,NA,20804,10938,30329,23611,NA,NA,NA,NA
"3266",12435,NA,NA,43793,27159,NA,NA,NA,NA,NA,NA
"3267",12436,NA,NA,15227,46534,51328,31591,NA,NA,NA,NA
"3268",12438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3269",12439,NA,NA,NA,NA,19659,NA,NA,NA,NA,NA
"3270",12440,NA,NA,61250,26250,19946,60676,46438,28051,23047,59531
"3271",12441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3272",12442,12009,NA,NA,21667,NA,12232,54688,86667,100066,61705
"3273",12443,30673,NA,28500,17188,48452,33333,60585,32305,96875,75184
"3274",12444,NA,NA,8875,8942,40156,8625,111000,NA,NA,NA
"3275",12446,26989,20893,44167,12917,57500,30813,41333,48083,49087,78942
"3276",12448,NA,NA,NA,NA,NA,NA,NA,NA,44309,53631
"3277",12449,22222,NA,29293,26563,39821,23611,136250,87614,85294,58750
"3278",12450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3279",12451,NA,NA,52431,13636,36996,50076,76389,38625,NA,70625
"3280",12452,24732,NA,NA,16154,NA,20278,NA,NA,NA,16250
"3281",12453,NA,NA,41175,NA,NA,NA,NA,NA,NA,NA
"3282",12454,NA,NA,NA,NA,67708,78077,11750,17917,NA,NA
"3283",12455,12344,8162,30769,10795,38036,34167,48214,28977,8864,NA
"3284",12456,40189,NA,38900,18500,NA,NA,NA,NA,NA,NA
"3285",12457,NA,NA,NA,16953,15208,26250,22042,48333,83958,55938
"3286",12458,22857,7143,36000,16525,29257,35625,26000,68068,65083,77569
"3287",12459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3288",12460,NA,NA,11125,NA,NA,NA,NA,NA,51510,NA
"3289",12461,NA,18580,40811,21767,54917,19107,10972,51806,86019,55427
"3290",12463,NA,NA,25402,43125,34844,23081,NA,NA,NA,NA
"3291",12464,NA,NA,27361,23056,NA,18500,43417,31154,70427,90757
"3292",12465,NA,NA,NA,NA,18250,NA,NA,NA,NA,NA
"3293",12466,NA,NA,45500,33008,45682,31667,61875,37969,51786,58269
"3294",12468,NA,NA,27976,15667,9444,35769,24375,92667,185625,21071
"3295",12469,77721,20833,37083,51500,77917,26250,26458,58000,36667,50938
"3296",12470,NA,NA,NA,NA,NA,13265,NA,NA,NA,NA
"3297",12471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3298",12472,24345,4722,22426,21833,35568,35909,125080,21895,61912,35682
"3299",12473,NA,NA,51705,NA,24744,11484,NA,NA,121346,NA
"3300",12474,NA,NA,42625,28125,37632,17315,56635,11406,11944,46563
"3301",12475,NA,NA,12125,24167,NA,NA,NA,NA,NA,NA
"3302",12477,23996,9313,33088,23457,45943,31006,65377,38327,62048,56995
"3303",12480,NA,NA,16004,35119,NA,35227,NA,9375,164444,NA
"3304",12481,NA,NA,52321,10938,52891,9048,NA,16750,48723,71823
"3305",12482,NA,NA,27245,NA,NA,NA,NA,NA,NA,NA
"3306",12483,NA,NA,NA,NA,13750,17250,NA,NA,NA,NA
"3307",12484,NA,NA,16417,25565,71218,41276,56667,33482,80581,58015
"3308",12485,39583,NA,49063,33214,9750,22969,41719,11250,NA,51111
"3309",12486,12455,NA,30227,14327,31397,24886,80149,110268,41771,32361
"3310",12487,45469,34946,50547,31394,35893,33214,78640,49250,81324,58021
"3311",12489,8529,NA,13125,NA,31563,NA,NA,NA,NA,NA
"3312",12490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3313",12491,NA,NA,25938,20606,52125,24417,79250,56172,41212,70083
"3314",12492,33438,NA,33750,26094,25859,11875,NA,43438,NA,NA
"3315",12493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3316",12494,NA,NA,21543,16613,46442,23444,NA,NA,NA,34718
"3317",12495,NA,NA,NA,NA,50365,NA,NA,9375,160526,NA
"3318",12496,50536,NA,35859,38415,30167,20469,111250,30000,42232,10833
"3319",12498,20795,73182,38234,14479,57375,29805,32412,30563,55156,46825
"3320",12501,20278,NA,44511,12162,59722,42240,46375,35170,71333,45625
"3321",12502,38750,37500,39609,25536,23182,33500,51875,49038,45556,54167
"3322",12503,26250,30139,32059,9732,32019,31250,27167,43750,26806,50625
"3323",12504,NA,NA,NA,NA,NA,NA,NA,11705,NA,51750
"3324",12507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3325",12508,21845,11594,45446,21046,34598,30938,65288,48929,76964,60121
"3326",12512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3327",12513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3328",12514,NA,NA,43641,24000,31940,28750,76964,14375,94231,37750
"3329",12515,19828,NA,24107,NA,37153,NA,83625,53700,54444,70417
"3330",12516,NA,NA,50893,13370,52225,28000,57273,70938,11193,21875
"3331",12517,61438,NA,27167,14261,NA,26759,36360,NA,NA,NA
"3332",12518,80208,NA,49309,17321,49311,46136,70089,49375,76330,59400
"3333",12520,NA,NA,50385,18583,49038,33939,55568,17444,52976,55667
"3334",12521,NA,9265,36875,13125,53472,38750,83077,43281,135000,90521
"3335",12522,26157,15236,47875,27983,44969,38883,74412,73304,105893,87857
"3336",12523,24803,4762,40227,10568,55402,27024,66250,14107,70455,62031
"3337",12524,14744,25313,38063,29958,55833,44073,84583,55199,96272,65446
"3338",12525,16699,NA,51719,19250,45833,22583,55648,31250,86350,62978
"3339",12526,29118,22969,33702,36389,49213,25156,47500,28750,47188,60227
"3340",12527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3341",12528,24523,11629,42181,29500,58750,34643,63008,53361,80742,70610
"3342",12529,29931,41500,27019,22102,41495,75417,51131,25625,103036,52292
"3343",12530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3344",12531,33750,NA,51875,21563,80614,33250,78750,48472,65288,55819
"3345",12533,49112,7961,54781,27463,66216,40020,89286,49766,119357,71092
"3346",12534,25529,25742,33117,24341,41296,27823,60846,41818,81000,64896
"3347",12538,15709,11136,41406,25511,47841,40495,73625,47500,73750,70119
"3348",12540,118021,46313,55833,19375,56354,41354,95489,51953,110197,100179
"3349",12542,11076,16250,46581,22301,51708,31458,75855,51696,64943,69167
"3350",12543,34018,20833,51250,30476,42083,32241,46691,69500,43750,52391
"3351",12545,43023,42875,44830,28229,33194,30938,52350,50313,89659,55893
"3352",12546,30833,19097,30461,28068,45060,21346,54375,21324,79265,56250
"3353",12547,21333,NA,53246,27169,29803,31705,48036,57875,75455,75865
"3354",12548,NA,NA,40104,31447,55694,40543,56250,56563,63750,56429
"3355",12549,40188,17083,45313,19449,54886,36169,85915,44102,90436,73750
"3356",12550,23984,16869,35550,25185,46145,30169,74070,53309,85284,65304
"3357",12553,49000,16806,40000,30876,58800,38588,77500,47254,85966,68306
"3358",12561,41534,17239,42840,16199,41522,28125,51842,26833,72870,57375
"3359",12563,31471,18792,63324,20815,47310,35034,64392,60781,72083,44968
"3360",12564,25391,16000,43214,19938,53138,33750,63264,45078,110625,85795
"3361",12565,NA,NA,32650,21154,34286,39545,95375,NA,45000,NA
"3362",12566,26771,17039,48958,18194,55096,31713,76711,54344,66583,58036
"3363",12567,29453,NA,27583,27778,54205,37986,35900,40938,113500,58875
"3364",12569,22019,21938,46420,25913,48500,37554,92375,35729,96940,68150
"3365",12570,46364,NA,41103,27155,60917,20833,84625,40238,119375,76154
"3366",12571,42250,13438,50703,22917,35917,32222,66750,42188,83902,59476
"3367",12572,25729,13929,45577,40446,34153,29643,64115,31696,93542,55000
"3368",12574,NA,NA,16071,NA,NA,NA,NA,NA,61250,NA
"3369",12575,NA,NA,NA,6094,61983,37115,41012,103813,150046,64236
"3370",12577,NA,NA,63942,12328,102664,23375,90197,68929,96250,67344
"3371",12578,25729,NA,31583,21724,49167,45759,98846,39750,106917,53516
"3372",12580,28333,NA,28451,26220,51281,38567,82298,38319,142308,61506
"3373",12581,NA,NA,34208,35156,54219,25694,66838,12031,84141,54531
"3374",12582,10817,NA,19643,48036,38542,25656,59962,62010,124167,71705
"3375",12583,24538,NA,39737,25817,54464,28523,46544,32292,108250,38068
"3376",12585,NA,NA,63333,NA,34732,39453,108000,31375,104306,93696
"3377",12586,20288,30670,53065,22813,55811,20460,82279,40327,78889,69688
"3378",12589,41850,10909,41018,20080,44363,37544,54158,45091,69444,63000
"3379",12590,31488,21061,42436,31120,48988,33359,69695,48597,99555,58399
"3380",12592,5903,NA,61250,29938,25100,27625,NA,55236,NA,NA
"3381",12594,30423,NA,49015,35102,63977,29853,38077,51837,86250,93750
"3382",12601,23081,16323,31832,22261,46616,30628,60259,38503,77344,62431
"3383",12603,21140,16557,39692,26398,50169,30729,72250,38792,91234,69928
"3384",12604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3385",12701,20139,20799,32069,21771,24591,23845,21250,21662,31071,49485
"3386",12719,31875,NA,25000,30729,43250,33750,122721,52109,108125,64167
"3387",12720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3388",12721,43712,12500,45166,27414,52083,41803,50469,62750,68269,91389
"3389",12722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3390",12723,16719,27917,32333,30278,23333,31563,37344,40469,54250,56154
"3391",12724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3392",12725,NA,NA,11563,NA,30250,NA,43750,45833,50313,NA
"3393",12726,14479,NA,31042,17188,66250,36173,59141,32143,90417,45625
"3394",12729,94292,NA,35417,38393,12368,32167,11641,38919,NA,NA
"3395",12732,NA,NA,36875,24688,52813,31500,86667,63750,37386,100417
"3396",12733,6667,NA,22143,12708,14333,14583,NA,NA,NA,NA
"3397",12734,NA,NA,28224,28611,13494,25938,31250,90272,177500,NA
"3398",12736,NA,NA,NA,21500,NA,26250,NA,NA,NA,NA
"3399",12737,6118,NA,37617,30833,43375,37083,31250,59423,60625,7083
"3400",12738,NA,NA,210313,16708,NA,NA,115795,60625,NA,NA
"3401",12740,NA,NA,53646,NA,26875,28462,49181,NA,93068,46250
"3402",12741,35625,NA,52000,18000,26667,21667,43750,33333,NA,59028
"3403",12742,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA
"3404",12743,NA,NA,61719,NA,21875,NA,NA,NA,NA,NA
"3405",12745,NA,NA,26429,28229,NA,NA,NA,NA,NA,NA
"3406",12746,NA,NA,27092,31280,51193,28304,NA,NA,NA,NA
"3407",12747,15588,NA,46705,31486,41000,26563,52292,26000,140313,19063
"3408",12748,13438,12000,33398,23875,26250,18125,26319,42500,31250,55875
"3409",12749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3410",12750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3411",12751,NA,NA,17176,29063,21528,33333,NA,NA,NA,NA
"3412",12752,NA,NA,9375,NA,NA,36429,NA,NA,NA,NA
"3413",12754,19217,15985,23342,24844,39967,32556,54583,37750,63167,84583
"3414",12758,14271,NA,37135,27361,40324,27125,43281,33676,63333,65179
"3415",12759,15673,NA,23750,NA,21979,27885,NA,NA,NA,29609
"3416",12760,8625,16161,27109,NA,52917,21500,NA,NA,NA,NA
"3417",12762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3418",12763,NA,NA,37361,NA,77188,36552,NA,NA,NA,NA
"3419",12764,47917,32841,34643,18750,33750,23500,55156,29167,68333,56625
"3420",12765,NA,NA,50872,NA,37045,42875,NA,49600,126477,62917
"3421",12766,NA,NA,NA,NA,52768,NA,NA,NA,NA,NA
"3422",12767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3423",12768,40257,NA,35972,13603,34492,11058,NA,31719,NA,NA
"3424",12769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3425",12770,NA,NA,16711,NA,NA,31250,NA,NA,NA,NA
"3426",12771,30893,21719,31861,18889,45153,29821,53258,32415,76786,73750
"3427",12775,NA,NA,55801,15652,49539,31583,70109,49167,152560,85192
"3428",12776,10962,8750,30511,16250,41250,29444,37250,29148,61250,68333
"3429",12777,31250,19659,51875,33047,38333,38906,54750,47917,56875,63000
"3430",12778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3431",12779,7135,11471,28281,19138,18929,50500,NA,95375,124148,4940
"3432",12780,31875,NA,32000,23438,21429,24808,NA,NA,32792,65341
"3433",12781,NA,NA,52188,NA,NA,29095,NA,NA,NA,NA
"3434",12783,24911,NA,18750,28321,51409,8750,51200,32219,NA,45972
"3435",12784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3436",12785,NA,NA,48321,14650,47083,36250,69545,40909,NA,NA
"3437",12786,NA,NA,NA,NA,52544,NA,NA,NA,NA,NA
"3438",12787,NA,NA,31875,NA,45000,NA,NA,62554,NA,NA
"3439",12788,11563,19539,30909,26023,18125,30262,65515,NA,56818,71083
"3440",12789,17273,16458,22315,17022,39583,33333,65481,58438,83640,38125
"3441",12790,15179,14181,34180,35833,38920,27132,45595,52250,55469,59000
"3442",12791,NA,NA,NA,NA,45707,NA,NA,52543,NA,NA
"3443",12792,NA,NA,14886,NA,NA,NA,NA,28971,NA,NA
"3444",12801,27609,16806,34832,25430,43276,28654,47917,34702,72768,48125
"3445",12803,32944,10433,40778,21800,36903,31224,69375,45871,43571,55469
"3446",12804,19245,11188,40068,24021,51237,29922,61091,36394,73487,55988
"3447",12808,NA,NA,23281,NA,26250,15156,NA,NA,60192,NA
"3448",12809,26302,NA,44269,26458,52663,19286,68011,24821,34444,52457
"3449",12810,41528,11071,31875,26167,53333,41458,NA,74375,NA,NA
"3450",12811,NA,NA,NA,21036,NA,NA,NA,NA,NA,NA
"3451",12812,NA,NA,NA,NA,NA,NA,85208,NA,NA,NA
"3452",12814,NA,NA,11250,19118,32857,30000,41458,26429,13750,57868
"3453",12815,41042,6786,41818,24732,27981,26500,30625,49306,20313,92727
"3454",12816,26058,9637,33090,19236,36641,22399,30313,14839,69205,55735
"3455",12817,50625,NA,21417,25250,36250,42667,55750,13906,101042,44583
"3456",12819,42917,NA,17500,16875,31875,6591,63750,NA,NA,73194
"3457",12821,NA,NA,4917,NA,8750,NA,NA,NA,NA,NA
"3458",12822,18864,28500,32373,23354,43125,26467,63864,27201,59643,53295
"3459",12823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3460",12824,12679,NA,40417,25469,47847,39464,54010,58214,NA,34706
"3461",12827,26685,17273,34750,31786,35694,22500,21548,40595,61250,41080
"3462",12828,30460,14917,34939,25833,48184,26389,44353,33883,36875,21250
"3463",12831,43047,20244,41312,28556,58377,31383,71339,32831,91172,55625
"3464",12832,22188,9625,36875,18678,50556,28345,44708,8281,65750,51786
"3465",12833,8472,25850,40188,27972,50184,29783,65714,42909,67500,62550
"3466",12834,28526,24152,46250,22250,38151,26316,60000,21563,79485,51970
"3467",12835,31667,24643,29375,17656,41719,35313,65000,45417,50000,53281
